state,stateAb,year,beerTax,ignInt,pctAlcFtl01,pctAlcFtl08,pct18to24,policeForce,population,stateSize,scanner,openContainer,unemployRate,vehicleMiles,totKill,stateDeficit,stateid,medIncome
Ohio,OH,2017, 0.18 ,1,32,28,0.12,"17,954","11,665,706",40861,1,0,5,"42,895",1179,33401352,36,"59,768"
Ohio,OH,2016, 0.18 ,0,35,29,0.12,,"11,640,060",40861,1,0,5,"41,857",1132,33164507,36,"53,985"
Ohio,OH,2015, 0.18 ,0,33,28,0.12,"17,974","11,622,315",40861,1,0,4.9,"39,094",1110,33108954,36,"53,301"
Ohio,OH,2014, 0.18 ,0,35,30,0.12,"12,771","11,606,573",40861,1,0,5.8,"37,920",1006,33662042,36,"49,644"
Ohio,OH,2013, 0.18 ,0,32,27,0.13,"16,934","11,579,692",40861,1,0,7.5,"39,335",989,33145736,36,"46,398"
Ohio,OH,2012, 0.18 ,0,39,35,0.13,"19,288","11,550,971",40861,1,0,7.4,"37,491",1121,33602457,36,"44,375"
Ohio,OH,2011, 0.18 ,0,35,30,0.13,"30,000","11,545,735",40861,1,0,8.8,"36,905",1017,"32,231,133",36,"44,648"
Ohio,OH,2010, 0.18 ,0,37,31,0.13,"27,987","11,536,182",40861,1,0,10.3,"37,379",1080,30003599,36,"45,886"
Ohio,OH,2009, 0.18 ,0,37,32,0.13,"29,797","11,528,896",40861,1,0,10.3,"36,643",1022,29090503,36,"45,879"
Ohio,OH,2008, 0.18 ,0,35,29,0.12,"31,469","11,515,391",40861,1,0,6.4,"36,869",1191,27306103,36,"46,934"
Ohio,OH,2007, 0.18 ,0,38,31,0.12,"30,950","11,500,468",40861,1,0,5.6,"38,184",1255,26065238,36,"49,099"
Ohio,OH,2006, 0.18 ,0,37,31,0.12,"29,607","11,481,213",40861,1,0,5.4,"38,551",1238,24713030,36,"45,900"
Ohio,OH,2005, 0.18 ,0,37,30,0.13,"31,100","11,463,320",40861,1,0,5.9,"38,151",1321,"23,176,721",36,"44,203"
Ohio,OH,2004, 0.18 ,0,36,31,0.13,28024,"11,452,251",40861,1,0,6.3,"38,306",1286,21840151,36,"43,055"
Ohio,OH,2003, 0.18 ,0,34,29,0.13,31580,"11,434,788",40861,1,0,6.2,"36,838",1274,21054220,36,"43,520"
Ohio,OH,2002, 0.18 ,0,38,33,0.13,33621,"11,407,889",40861,1,0,5.7,"35,882",1418,20008613,36,"42,684"
Ohio,OH,2001, 0.18 ,0,41,35,0.13,32495,"11,387,404",40861,1,0,4.3,"35,410",1378,18913447,36,"41,785"
Ohio,OH,2000, 0.18 ,0,39,34,0.13,32942,"11,363,543",40861,1,0,4,"34,823",1366,-,36,"42,962"
Oklahoma,OK,2020, 0.40 ,1,32,27,0.13,,"3,980,783",68595,0,0,6.3,,652,7804816,37,"52,471"
Oklahoma,OK,2019, 0.40 ,1,29,24,0.13,"13,517","3,960,676",68595,0,0,3.1,"14,070",640,8098840,37,"59,397"
Oklahoma,OK,2018, 0.40 ,1,27,22,0.13,"13,016","3,943,488",68595,0,0,3.4,"14,416",655,8912241,37,"54,434"
Oklahoma,OK,2017, 0.40 ,1,29,25,0.13,"12,945","3,933,602",68595,0,0,4.2,"14,374",657,8457322,37,"55,006"
Oklahoma,OK,2016, 0.40 ,0,30,27,0.13,,"3,928,143",68595,0,0,4.8,"14,296",687,8702914,37,"50,943"
Oklahoma,OK,2015, 0.40 ,0,31,26,0.13,"11,417","3,910,518",68595,0,0,4.4,"13,745",645,8918175,37,"47,077"
Oklahoma,OK,2014, 0.40 ,0,27,23,0.13,"10,155","3,879,187",68595,0,0,4.5,"13,279",669,9047456,37,"47,199"
Oklahoma,OK,2013, 0.40 ,0,30,25,0.14,"12,216","3,853,891",68595,0,0,5.3,"12,950",678,9514281,37,"43,777"
Oklahoma,OK,2012, 0.40 ,0,34,30,0.14,"12,445","3,819,320",68595,0,0,5.2,"12,869",709,9979234,37,"48,407"
Oklahoma,OK,2011, 0.40 ,0,36,32,0.14,"11,978","3,788,824",68595,0,0,5.9,"12,682",696,"10,254,716",37,"48,455"
Oklahoma,OK,2010, 0.40 ,0,36,33,0.13,"11,667","3,761,702",68595,0,0,6.8,"12,849",668,9963419,37,"43,103"
Oklahoma,OK,2009, 0.40 ,0,35,31,0.14,"11,984","3,717,572",68595,0,0,6.4,"12,590",737,9855393,37,"45,878"
Oklahoma,OK,2008, 0.40 ,0,36,32,0.14,"11,553","3,668,976",68595,0,0,3.7,"12,252",750,9129789,37,"46,111"
Oklahoma,OK,2007, 0.40 ,0,32,29,0.14,"11,266","3,634,349",68595,0,0,4.1,"12,289",766,8667100,37,"43,216"
Oklahoma,OK,2006, 0.40 ,0,31,26,0.14,"11,001","3,594,090",68595,0,0,4,"12,107",765,8138043,37,"38,838"
Oklahoma,OK,2005, 0.40 ,0,33,29,0.14,"10,957","3,548,597",68595,0,0,4.5,"12,068",803,"7,468,710",37,"37,645"
Oklahoma,OK,2004, 0.40 ,0,33,29,0.15,10446,"3,525,233",68595,0,0,4.9,"12,066",774,7013393,37,"39,614"
Oklahoma,OK,2003, 0.40 ,0,37,32,0.15,10487,"3,504,892",68595,0,0,5.5,"11,932",671,6747020,37,"35,902"
Oklahoma,OK,2002, 0.40 ,0,32,27,0.14,10585,"3,489,080",68595,0,0,4.7,"12,116",739,6477128,37,"36,458"
Oklahoma,OK,2001, 0.40 ,0,37,32,0.14,10561,"3,467,100",68595,0,0,3.7,"11,116",682,5985516,37,"35,609"
Oklahoma,OK,2000, 0.40 ,0,33,27,0.14,10373,"3,454,365",68595,0,0,3,"11,027",650,"278,337.00",37,"32,432"
Oregon,OR,2020, 0.08 ,1,44,38,0.11,,"4,241,507",95988,1,0,7.6,,508,14600436,38,"76,855"
Oregon,OR,2019, 0.08 ,1,43,35,0.11,"10,846","4,216,116",95988,1,0,3.7,"11,295",493,14849274,38,"74,413"
Oregon,OR,2018, 0.08 ,1,37,31,0.11,"10,664","4,183,538",95988,1,0,4.2,"11,308",502,14285969,38,"69,165"
Oregon,OR,2017, 0.08 ,1,40,33,0.11,"10,729","4,147,294",95988,1,0,4.1,"11,050",439,13814788,38,"64,610"
Oregon,OR,2016, 0.08 ,1,35,31,0.11,,"4,093,271",95988,1,0,4.8,"11,008",498,13355878,38,"59,135"
Oregon,OR,2015, 0.08 ,1,42,35,0.12,"10,571","4,018,542",95988,1,0,5.6,"10,682",446,13061182,38,"60,834"
Oregon,OR,2014, 0.08 ,1,35,28,0.12,"10,312","3,965,447",95988,1,0,6.8,"10,104",357,14583105,38,"58,875"
Oregon,OR,2013, 0.08 ,1,38,33,0.12,"9,787","3,924,110",95988,1,0,7.9,"10,014",313,13598468,38,"56,307"
Oregon,OR,2012, 0.08 ,0,31,26,0.12,"9,918","3,900,102",95988,1,0,8.8,"9,879",337,13826154,38,"51,775"
Oregon,OR,2011, 0.08 ,0,35,29,0.12,"10,057","3,872,672",95988,1,0,9.5,"9,930",331,"14,308,605",38,"51,526"
Oregon,OR,2010, 0.08 ,0,28,22,0.12,"10,195","3,838,957",95988,1,0,10.6,"10,089",317,13510005,38,"50,602"
Oregon,OR,2009, 0.08 ,0,37,30,0.12,"10,230","3,808,600",95988,1,0,11.3,"10,043",377,12678820,38,"49,098"
Oregon,OR,2008, 0.08 ,0,38,33,0.12,"9,965","3,768,748",95988,1,0,6.5,"9,843",416,11597440,38,"51,727"
Oregon,OR,2007, 0.08 ,0,39,33,0.12,"10,022","3,722,417",95988,1,0,5.2,"10,300",455,11204421,38,"50,236"
Oregon,OR,2006, 0.08 ,0,37,31,0.12,"7,471","3,670,883",95988,1,0,5.3,"10,228",478,11006762,38,"47,091"
Oregon,OR,2005, 0.08 ,0,32,26,0.13,"7,454","3,613,202",95988,1,0,6.2,"10,218",487,"10,464,215",38,"44,159"
Oregon,OR,2004, 0.08 ,0,42,33,0.13,6924,"3,569,463",95988,1,0,7.3,"10,060",456,10495671,38,"40,994"
Oregon,OR,2003, 0.08 ,0,37,31,0.13,7503,"3,547,376",95988,1,0,8.1,"10,012",512,7463722,38,"41,638"
Oregon,OR,2002, 0.08 ,0,36,31,0.13,7679,"3,513,424",95988,1,0,7.5,"9,960",436,7667746,38,"41,802"
Oregon,OR,2001, 0.08 ,0,34,28,0.13,7780,"3,467,937",95988,1,0,6.4,"9,739",488,6417534,38,"41,273"
Oregon,OR,2000, 0.08 ,0,37,29,0.13,7704,"3,429,708",95988,1,0,5.1,"9,688",451,"2,518.00",38,"42,499"
Pennsylvania,PA,2020, 0.08 ,0,33,29,0.11,,"12,783,254",44743,1,1,8.9,,1129,51814792,39,"70,789"
Pennsylvania,PA,2019, 0.08 ,0,33,28,0.11,"30,490","12,798,883",44743,1,1,4.3,"37,438",1059,50032574,39,"70,582"
Pennsylvania,PA,2018, 0.08 ,0,33,28,0.11,"29,181","12,809,107",44743,1,1,4.3,"36,834",1190,51014288,39,"64,524"
Pennsylvania,PA,2017, 0.08 ,0,32,28,0.12,"30,731","12,794,679",44743,1,1,4.9,"36,014",1137,49068990,39,"63,173"
Pennsylvania,PA,2016, 0.08 ,0,32,29,0.12,,"12,788,468",44743,1,1,5.4,"35,175",1188,47099314,39,"60,979"
Pennsylvania,PA,2015, 0.08 ,0,34,30,0.12,"30,602","12,789,838",44743,1,1,5.3,"34,976",1200,47920479,39,"60,389"
Pennsylvania,PA,2014, 0.08 ,0,33,29,0.12,"29,408","12,792,392",44743,1,1,5.9,"31,215",1195,47840058,39,"55,173"
Pennsylvania,PA,2013, 0.08 ,0,35,30,0.13,"30,082","12,779,538",44743,1,1,7.4,"31,674",1210,47020552,39,"53,952"
Pennsylvania,PA,2012, 0.08 ,0,35,31,0.13,"30,203","12,769,123",44743,1,1,7.8,"31,930",1310,46198646,39,"51,904"
Pennsylvania,PA,2011, 0.08 ,0,35,31,0.13,"31,245","12,747,052",44743,1,1,7.9,"31,759",1286,"45,267,281",39,"49,910"
Pennsylvania,PA,2010, 0.08 ,0,38,32,0.13,"29,488","12,709,630",44743,1,1,8.5,"31,711",1324,44737622,39,"48,314"
Pennsylvania,PA,2009, 0.08 ,0,37,32,0.13,"29,505","12,666,858",44743,1,1,8,"32,593",1256,41924042,39,"48,172"
Pennsylvania,PA,2008, 0.08 ,0,40,34,0.13,"29,641","12,612,285",44743,1,1,5.3,"32,620",1468,40100004,39,"51,402"
Pennsylvania,PA,2007, 0.08 ,0,39,34,0.12,"29,582","12,563,937",44743,1,1,4.4,"32,980",1491,37078731,39,"48,437"
Pennsylvania,PA,2006, 0.08 ,0,37,32,0.12,"27,811","12,510,809",44743,1,1,4.6,"32,948",1525,32121487,39,"48,477"
Pennsylvania,PA,2005, 0.08 ,0,37,33,0.12,"27,474","12,449,990",44743,1,1,5,"32,605",1616,"27,573,088",39,"46,300"
Pennsylvania,PA,2004, 0.08 ,0,39,35,0.12,27006,"12,410,722",44743,1,1,5.4,"32,468",1490,25995752,39,"44,106"
Pennsylvania,PA,2003, 0.08 ,0,36,31,0.12,27237,"12,374,658",44743,1,1,5.7,"31,454",1577,24330327,39,"42,933"
Pennsylvania,PA,2002, 0.08 ,0,38,32,0.12,28183,"12,331,031",44743,1,1,5.6,"30,460",1614,20982531,39,"42,498"
Pennsylvania,PA,2001, 0.08 ,0,40,34,0.12,25244,"12,298,970",44743,0,1,4.8,"29,316",1532,19249044,39,"43,499"
Pennsylvania,PA,2000, 0.08 ,0,39,35,0.12,26814,"12,284,173",44743,0,1,4.1,"28,585",1520,-,39,"42,176"
Rhode Island,RI,2020, 0.11 ,0,49,42,0.13,,"1,057,125",1034,0,1,9.2,,67,9371823,40,"80,175"
Rhode Island,RI,2019, 0.11 ,0,51,41,0.13,"3,150","1,058,158",1034,0,1,3.5,"3,162",57,9275273,40,"70,151"
Rhode Island,RI,2018, 0.11 ,0,44,38,0.13,"3,113","1,059,338",1034,0,1,4.1,"3,543",59,9078706,40,"62,266"
Rhode Island,RI,2017, 0.11 ,0,43,41,0.13,"3,140","1,056,554",1034,0,1,4.4,"3,571",84,8915647,40,"66,390"
Rhode Island,RI,2016, 0.11 ,0,44,37,0.13,,"1,057,816",1034,0,1,5.2,"3,496",51,9052017,40,"61,528"
Rhode Island,RI,2015, 0.11 ,0,50,42,0.14,"3,065","1,056,886",1034,0,1,6,"3,417",45,9004835,40,"55,701"
Rhode Island,RI,2014, 0.10 ,0,34,32,0.14,"3,126","1,056,511",1034,0,1,7.7,"3,161",51,9388127,40,"58,633"
Rhode Island,RI,2013, 0.10 ,0,41,35,0.14,"3,056","1,055,560",1034,0,1,9.3,"3,214",65,9568810,40,"57,812"
Rhode Island,RI,2012, 0.10 ,0,51,44,0.14,"3,045","1,054,893",1034,0,1,10.4,"3,258",64,9211790,40,"56,065"
Rhode Island,RI,2011, 0.10 ,0,43,39,0.15,"3,091","1,053,829",1034,0,1,11,"3,334",66,"9,173,572",40,"49,033"
Rhode Island,RI,2010, 0.10 ,0,46,40,0.15,"3,164","1,052,886",1034,0,1,11.2,"3,371",67,9498115,40,"51,623"
Rhode Island,RI,2009, 0.10 ,0,48,41,0.15,"3,191","1,053,646",1034,0,1,11,"3,383",83,9180938,40,"51,634"
Rhode Island,RI,2008, 0.10 ,0,41,36,0.14,"3,240","1,055,003",1034,0,1,7.8,"3,352",65,8926977,40,"53,241"
Rhode Island,RI,2007, 0.10 ,0,41,32,0.14,"3,240","1,057,315",1034,0,1,5.2,"3,603",69,8380330,40,"54,210"
Rhode Island,RI,2006, 0.10 ,0,46,37,0.14,"3,223","1,063,096",1034,0,1,4.9,"3,387",81,6964172,40,"53,736"
Rhode Island,RI,2005, 0.10 ,0,50,39,0.14,"3,206","1,067,916",1034,0,1,5,"3,418",87,"6,829,330",40,"49,484"
Rhode Island,RI,2004, 0.10 ,0,48,46,0.14,3094,"1,074,579",1034,0,1,5.2,"3,525",83,6482652,40,"47,935"
Rhode Island,RI,2003, 0.10 ,0,53,48,0.14,3140,"1,071,342",1034,0,1,5.3,"3,480",104,6189389,40,"44,711"
Rhode Island,RI,2002, 0.10 ,0,50,42,0.14,3122,"1,065,995",1034,0,1,5,"3,247",84,5855777,40,"42,417"
Rhode Island,RI,2001, 0.10 ,0,54,44,0.14,3070,"1,057,142",1034,0,1,4.6,"3,181",81,5727023,40,"45,723"
Rhode Island,RI,2000, 0.10 ,0,48,42,0.13,3115,"1,050,268",1034,0,1,4.1,"3,068",80,"58,978.00",40,"42,197"
South Carolina,SC,2020, 0.77 ,1,36,30,0.11,,"5,218,040",30061,0,0,6,,1064,12896315,41,"60,341"
South Carolina,SC,2019, 0.77 ,1,33,27,0.12,"15,964","5,157,702",30061,0,0,2.8,"17,839",1006,12851131,41,"62,028"
South Carolina,SC,2018, 0.77 ,1,32,28,0.12,"15,215","5,091,702",30061,0,0,3.4,"17,245",1036,14571479,41,"57,444"
South Carolina,SC,2017, 0.77 ,1,37,31,0.12,"11,876","5,027,102",30061,0,0,4.3,"17,146",989,15323497,41,"54,971"
South Carolina,SC,2016, 0.77 ,1,40,34,0.12,,"4,963,031",30061,0,0,5,"16,891",1020,15894831,41,"54,336"
South Carolina,SC,2015, 0.77 ,1,36,31,0.13,"15,943","4,896,006",30061,0,0,6,"15,977",979,14738437,41,"46,360"
South Carolina,SC,2014, 0.77 ,1,48,40,0.13,"12,732","4,826,858",30061,0,0,6.5,"14,905",823,14581374,41,"44,929"
South Carolina,SC,2013, 0.77 ,0,50,44,0.13,"15,050","4,766,469",30061,0,0,7.6,"14,672",767,14213200,41,"43,749"
South Carolina,SC,2012, 0.77 ,0,46,40,0.13,"15,135","4,719,027",30061,0,0,9.2,"14,507",863,14854263,41,"44,401"
South Carolina,SC,2011, 0.77 ,0,45,37,0.13,"15,689","4,672,655",30061,0,0,10.6,"14,379",828,"15,341,040",41,"40,084"
South Carolina,SC,2010, 0.77 ,0,50,44,0.13,"14,030","4,636,312",30061,0,0,11.2,"14,552",809,15770780,41,"41,698"
South Carolina,SC,2009, 0.77 ,0,47,42,0.13,"12,881","4,589,872",30061,0,0,11.2,"14,238",894,15313021,41,"41,101"
South Carolina,SC,2008, 0.77 ,0,50,43,0.13,"15,316","4,528,996",30061,0,0,6.8,"14,234",921,15212910,41,"42,155"
South Carolina,SC,2007, 0.77 ,0,49,43,0.13,"14,999","4,444,110",30061,0,0,5.7,"14,722",1077,14981290,41,"44,213"
South Carolina,SC,2006, 0.77 ,0,46,40,0.13,"14,332","4,357,847",30061,0,0,6.4,"14,430",1045,13737148,41,"39,617"
South Carolina,SC,2005, 0.77 ,0,47,40,0.14,"15,164","4,270,150",30061,0,0,6.7,"14,239",1094,"13,369,988",41,"40,230"
South Carolina,SC,2004, 0.77 ,0,40,35,0.14,14592,"4,210,921",30061,0,0,6.8,"14,091",1046,11883890,41,"38,691"
South Carolina,SC,2003, 0.77 ,0,47,40,0.14,12175,"4,150,297",30061,0,0,6.9,"13,540",969,10990201,41,"38,479"
South Carolina,SC,2002, 0.77 ,0,48,42,0.14,12128,"4,107,795",30061,0,0,5.8,"13,177",1053,10115612,41,"37,812"
South Carolina,SC,2001, 0.77 ,0,50,43,0.14,12318,"4,064,995",30061,0,0,5.2,"12,869",1060,9560312,41,"37,736"
South Carolina,SC,2000, 0.77 ,0,42,36,0.14,12286,"4,024,223",30061,0,0,3.8,"12,684",1065,"797,161.00",41,"37,570"
South Dakota,SD,2020, 0.27 ,0,40,35,0.12,,"892,717",75811,0,1,4.2,,141,3853450,42,"70,189"
South Dakota,SD,2019, 0.27 ,0,32,28,0.12,"2,980","887,127",75811,0,1,2.8,"3,515",102,3915357,42,"64,255"
South Dakota,SD,2018, 0.27 ,0,39,35,0.13,"3,008","879,386",75811,0,1,3,"3,390",130,3739690,42,"59,463"
South Dakota,SD,2017, 0.27 ,0,37,28,0.13,"2,971","873,732",75811,0,1,3.2,"3,356",129,3527703,42,"56,894"
South Dakota,SD,2016, 0.27 ,0,46,39,0.13,,"863,693",75811,0,1,3,"3,245",116,3374135,42,"57,450"
South Dakota,SD,2015, 0.27 ,0,35,33,0.13,"2,598","854,663",75811,0,1,3.1,"3,136",134,3346046,42,"55,065"
South Dakota,SD,2014, 0.27 ,0,38,32,0.13,"2,913","849,670",75811,0,1,3.4,"2,702",136,3239167,42,"53,053"
South Dakota,SD,2013, 0.27 ,0,35,30,0.13,"2,652","842,751",75811,0,1,3.8,"2,687",135,3425424,42,"54,453"
South Dakota,SD,2012, 0.27 ,0,39,33,0.13,"2,820","833,859",75811,0,1,4.3,"2,704",133,3607615,42,"49,415"
South Dakota,SD,2011, 0.27 ,0,34,29,0.13,"2,833","823,740",75811,0,1,4.7,"2,702",111,"3,544,772",42,"47,223"
South Dakota,SD,2010, 0.27 ,0,35,27,0.13,"2,411","816,463",75811,0,1,5,"2,697",140,3483142,42,"45,352"
South Dakota,SD,2009, 0.27 ,0,45,41,0.13,"2,336","807,067",75811,0,1,4.9,"2,653",131,3626024,42,"45,826"
South Dakota,SD,2008, 0.27 ,0,35,29,0.14,"2,273","799,124",75811,0,1,3.1,"2,608",121,3408138,42,"51,600"
South Dakota,SD,2007, 0.27 ,0,36,30,0.14,"2,220","791,623",75811,0,1,2.8,"2,603",146,3232457,42,"46,418"
South Dakota,SD,2006, 0.27 ,0,41,35,0.14,"2,070","783,033",75811,0,1,3.1,"2,547",191,3146063,42,"45,427"
South Dakota,SD,2005, 0.27 ,0,40,37,0.15,"2,271","775,493",75811,0,1,3.8,"2,502",186,"2,572,928",42,"43,151"
South Dakota,SD,2004, 0.27 ,0,41,36,0.15,2234,"770,396",75811,0,1,3.7,"2,512",197,2613067,42,"41,107"
South Dakota,SD,2003, 0.27 ,0,44,40,0.15,2041,"763,729",75811,0,1,3.5,"2,468",203,2566542,42,"39,522"
South Dakota,SD,2002, 0.27 ,0,50,43,0.14,2016,"760,020",75811,0,1,3.2,"2,403",180,2307536,42,"37,873"
South Dakota,SD,2001, 0.27 ,0,47,39,0.14,1989,"757,972",75811,0,1,3.1,"2,334",171,2215512,42,"39,671"
South Dakota,SD,2000, 0.27 ,0,44,39,0.14,1813,"755,844",75811,0,1,2.5,"2,292",173,-,42,"36,475"
Tennessee,TN,2020, 1.29 ,1,31,27,0.11,,"6,886,834",41235,0,0,7.5,,1217,6858341,43,"54,975"
Tennessee,TN,2019, 1.29 ,1,30,25,0.12,"28,200","6,830,325",41235,0,0,3.3,"27,374",1136,6731354,43,"56,627"
Tennessee,TN,2018, 1.29 ,1,27,23,0.12,"27,737","6,778,180",41235,0,0,3.5,"26,616",1040,6289301,43,"56,060"
Tennessee,TN,2017, 1.29 ,1,30,25,0.12,"26,765","6,714,748",41235,0,0,3.8,"26,296",1024,6127422,43,"55,240"
Tennessee,TN,2016, 1.29 ,1,28,22,0.12,,"6,651,277",41235,0,0,4.7,"25,428",1037,6068765,43,"51,344"
Tennessee,TN,2015, 1.15 ,0,32,26,0.12,"26,722","6,595,354",41235,0,0,5.6,"24,025",962,7120773,43,"47,330"
Tennessee,TN,2014, 1.15 ,0,33,28,0.12,"26,709","6,544,617",41235,0,0,6.6,"23,016",963,6049178,43,"43,716"
Tennessee,TN,2013, 0.14 ,0,34,29,0.13,"26,564","6,496,943",41235,0,0,7.8,"22,870",995,6191955,43,"42,499"
Tennessee,TN,2012, 0.14 ,0,34,28,0.13,"26,268","6,455,752",41235,0,0,7.8,"22,782",1015,6167659,43,"42,995"
Tennessee,TN,2011, 0.14 ,0,33,28,0.13,"25,784","6,400,298",41235,0,0,9,"22,415",937,"5,899,369",43,"42,279"
Tennessee,TN,2010, 0.14 ,0,34,28,0.12,"25,671","6,356,897",41235,0,0,9.7,"22,271",1032,5835113,43,"38,591"
Tennessee,TN,2009, 0.14 ,0,35,30,0.13,"25,407","6,306,019",41235,0,0,10.5,"22,440",986,4847786,43,"40,517"
Tennessee,TN,2008, 0.14 ,0,36,29,0.12,"25,067","6,247,411",41235,0,0,6.6,"22,100",1043,4366410,43,"39,702"
Tennessee,TN,2007, 0.14 ,0,37,31,0.12,"24,698","6,175,727",41235,0,0,4.7,"22,461",1211,4141541,43,"41,195"
Tennessee,TN,2006, 0.14 ,0,38,32,0.12,"24,121","6,088,766",41235,0,0,5.2,"22,096",1284,3821278,43,"40,693"
Tennessee,TN,2005, 0.14 ,0,35,30,0.13,"24,188","5,991,057",41235,0,0,5.6,"21,979",1270,"3,574,196",43,"39,406"
Tennessee,TN,2004, 0.14 ,0,38,33,0.13,24189,"5,910,809",41235,0,0,5.3,"21,591",1339,3580940,43,"38,072"
Tennessee,TN,2003, 0.14 ,0,35,31,0.13,23706,"5,847,812",41235,0,0,5.6,"21,044",1193,3496139,43,"37,523"
Tennessee,TN,2002, 0.13 ,0,39,33,0.13,23962,"5,795,918",41235,0,0,5.2,"20,619",1177,3627931,43,"37,030"
Tennessee,TN,2001, 0.13 ,0,41,35,0.13,22994,"5,750,789",41235,0,0,4.6,"20,257",1251,3387622,43,"35,783"
Tennessee,TN,2000, 0.13 ,0,38,32,0.13,21592,"5,703,719",41235,0,0,3.9,"20,003",1307,"4,102.00",43,"34,096"
Texas,TX,2020, 0.19 ,0,45,39,0.13,,"29,360,759",261232,1,1,7.7,,3874,57886725,44,"68,404"
Texas,TX,2019, 0.19 ,0,43,37,0.13,"85,985","28,986,794",261232,1,1,3.5,#######,3619,53950255,44,"67,444"
Texas,TX,2018, 0.19 ,0,46,40,0.13,"70,186","28,624,564",261232,1,1,3.9,#######,3648,51537711,44,"59,785"
Texas,TX,2017, 0.19 ,0,46,39,0.13,"70,987","28,291,024",261232,1,1,4.3,#######,3732,50955563,44,"59,295"
Texas,TX,2016, 0.19 ,0,46,39,0.13,,"27,914,064",261232,1,1,4.6,#######,3797,49357183,44,"58,146"
Texas,TX,2015, 0.19 ,0,46,39,0.14,"71,811","27,468,531",261232,1,1,4.4,"97,980",3582,48038004,44,"56,473"
Texas,TX,2014, 0.19 ,0,47,41,0.14,"60,056","26,963,092",261232,1,1,5.1,"89,860",3536,41855106,44,"53,875"
Texas,TX,2013, 0.19 ,0,45,39,0.14,"78,457","26,479,646",261232,1,1,6.3,"90,101",3389,39624672,44,"53,027"
Texas,TX,2012, 0.19 ,0,44,38,0.14,"72,877","26,084,120",261232,1,1,6.7,"89,048",3408,45626393,44,"51,926"
Texas,TX,2011, 0.19 ,0,46,40,0.14,"89,839","25,645,504",261232,1,1,7.8,"88,028",3054,"38,530,338",44,"49,047"
Texas,TX,2010, 0.19 ,0,48,42,0.14,"89,897","25,257,114",261232,1,1,8.1,"86,346",3023,42033571,44,"47,266"
Texas,TX,2009, 0.19 ,0,47,40,0.14,"89,867","24,801,761",261232,1,1,7.6,"84,099",3104,30438160,44,"47,475"
Texas,TX,2008, 0.19 ,0,44,38,0.14,"87,479","24,309,039",261232,1,1,4.8,"87,217",3476,33587699,44,"46,490"
Texas,TX,2007, 0.19 ,0,44,38,0.14,"84,403","23,831,983",261232,1,1,4.3,"82,506",3466,24256461,44,"46,053"
Texas,TX,2006, 0.19 ,0,46,40,0.15,"81,462","23,359,580",261232,1,1,4.9,"81,463",3531,24501385,44,"43,307"
Texas,TX,2005, 0.19 ,0,43,37,0.15,"80,720","22,778,123",261232,1,1,5.4,"81,221",3536,"18,153,032",44,"41,422"
Texas,TX,2004, 0.19 ,0,42,36,0.15,79415,"22,394,023",261232,0,1,5.9,"78,307",3699,23326277,44,"41,397"
Texas,TX,2003, 0.19 ,0,43,37,0.15,76146,"22,030,931",261232,0,1,6.7,"76,805",3821,14616237,44,"39,271"
Texas,TX,2002, 0.19 ,0,43,38,0.15,77464,"21,690,325",261232,0,1,6.4,"75,708",3823,20424298,44,"40,149"
Texas,TX,2001, 0.19 ,0,44,39,0.15,75359,"21,319,622",261232,0,1,5,"72,495",3736,16815848,44,"40,860"
Texas,TX,2000, 0.19 ,0,45,40,0.15,73525,"20,944,499",261232,0,1,4.3,"71,233",3779,-,44,"38,609"
Utah,UT,2020, 0.41 ,1,25,21,0.16,,"3,249,879",82170,1,0,4.8,,276,7633136,45,"83,993"
Utah,UT,2019, 0.41 ,1,20,15,0.16,"7,614","3,203,383",82170,1,0,2.5,"12,532",248,6895064,45,"84,523"
Utah,UT,2018, 0.41 ,1,27,24,0.16,"7,235","3,155,153",82170,1,0,3.1,"12,267",260,7364240,45,"77,067"
Utah,UT,2017, 0.41 ,1,22,19,0.16,"7,196","3,103,540",82170,1,0,3.3,"11,986",273,7439399,45,"71,319"
Utah,UT,2016, 0.41 ,1,21,19,0.16,,"3,044,241",82170,1,0,3.4,"11,755",281,7014839,45,"67,481"
Utah,UT,2015, 0.41 ,1,20,16,0.16,"7,157","2,983,626",82170,1,0,3.6,"11,018",278,7479978,45,"66,258"
Utah,UT,2014, 0.41 ,1,25,22,0.16,"7,018","2,938,327",82170,1,0,3.8,"10,316",256,7327147,45,"63,383"
Utah,UT,2013, 0.41 ,1,20,17,0.17,"4,776","2,898,773",82170,1,0,4.6,"9,875",220,7049552,45,"62,967"
Utah,UT,2012, 0.41 ,1,19,15,0.17,"7,042","2,854,146",82170,1,0,5.4,"9,588",217,7067149,45,"58,341"
Utah,UT,2011, 0.41 ,1,26,22,0.17,"6,965","2,814,797",82170,1,0,6.7,"9,570",243,"7,205,779",45,"55,493"
Utah,UT,2010, 0.41 ,1,20,18,0.17,"6,987","2,776,469",82170,1,0,7.8,"9,566",253,6477933,45,"56,701"
Utah,UT,2009, 0.41 ,1,24,17,0.17,"7,830","2,723,421",82170,0,0,7.3,"9,470",244,6267888,45,"58,491"
Utah,UT,2008, 0.41 ,0,20,18,0.18,"7,719","2,663,029",82170,0,0,3.6,"9,282",276,5907105,45,"62,537"
Utah,UT,2007, 0.41 ,0,22,19,0.18,"7,827","2,597,746",82170,0,0,2.6,"9,703",299,5926589,45,"53,529"
